"clinical_id","alias_code","sample_alias","run_accession","sample_accession","experiment_accession"
"KTN126","0cell","KTN1260cell26","SRR5959861","SAMN07544444","SRX3118082"
"KTN126","0cell","KTN1260cell161","SRR5959879","SAMN07544579","SRX3118064"
"KTN126","0cell","KTN1260cell169","SRR5959884","SAMN07544587","SRX3118059"
"KTN126","OPcell","KTN126OPcell86","SRR5959887","SAMN07544758","SRX3118056"
"KTN126","OPcell","KTN126OPcell78","SRR5959889","SAMN07544750","SRX3118054"
"KTN126","OPcell","KTN126OPcell80","SRR5959891","SAMN07544752","SRX3118052"
"KTN126","OPcell","KTN126OPcell81","SRR5959894","SAMN07544753","SRX3118049"
"KTN126","0cell","KTN1260cell234","SRR5959900","SAMN07544652","SRX3118043"
"KTN126","0cell","KTN1260cell237","SRR5959903","SAMN07544655","SRX3118040"
"KTN126","OPcell","KTN126OPcell214","SRR5959909","SAMN07544886","SRX3118034"
"KTN126","OPcell","KTN126OPcell209","SRR5959914","SAMN07544881","SRX3118029"
"KTN126","0cell","KTN1260cell14","SRR5959917","SAMN07544432","SRX3118026"
"KTN126","0cell","KTN1260cell95","SRR5959937","SAMN07544513","SRX3118006"
"KTN126","0cell","KTN1260cell129","SRR5959938","SAMN07544547","SRX3118005"
"KTN126","OPcell","KTN126OPcell32","SRR5959952","SAMN07544704","SRX3117991"
"KTN126","OPcell","KTN126OPcell170","SRR5959962","SAMN07544842","SRX3117981"
"KTN126","OPcell","KTN126OPcell172","SRR5959964","SAMN07544844","SRX3117979"
"KTN126","OPcell","KTN126OPcell53","SRR5959974","SAMN07544725","SRX3117969"
"KTN126","OPcell","KTN126OPcell9","SRR5959977","SAMN07544681","SRX3117966"
"KTN126","OPcell","KTN126OPcell13","SRR5959981","SAMN07544685","SRX3117962"
"KTN126","OPcell","KTN126OPcell205","SRR5959984","SAMN07544877","SRX3117959"
"KTN126","OPcell","KTN126OPcell202","SRR5959987","SAMN07544874","SRX3117956"
"KTN126","OPcell","KTN126OPcell197","SRR5959990","SAMN07544869","SRX3117953"
"KTN126","0cell","KTN1260cell45","SRR5960000","SAMN07544463","SRX3117943"
"KTN126","0cell","KTN1260cell174","SRR5960004","SAMN07544592","SRX3117939"
"KTN126","0cell","KTN1260cell173","SRR5960005","SAMN07544591","SRX3117938"
"KTN126","0cell","KTN1260cell178","SRR5960008","SAMN07544596","SRX3117935"
"KTN126","0cell","KTN1260cell177","SRR5960009","SAMN07544595","SRX3117934"
"KTN126","0cell","KTN1260cell94","SRR5960016","SAMN07544512","SRX3117927"
"KTN126","0cell","KTN1260cell93","SRR5960017","SAMN07544511","SRX3117926"
"KTN126","0cell","KTN1260cell227","SRR5960026","SAMN07544645","SRX3117917"
"KTN126","0cell","KTN1260cell225","SRR5960028","SAMN07544643","SRX3117915"
"KTN126","0cell","KTN1260cell224","SRR5960029","SAMN07544642","SRX3117914"
"KTN126","0cell","KTN1260cell221","SRR5960032","SAMN07544639","SRX3117911"
"KTN126","OPcell","KTN126OPcell160","SRR5960036","SAMN07544832","SRX3117907"
"KTN126","OPcell","KTN126OPcell166","SRR5960042","SAMN07544838","SRX3117901"
"KTN126","OPcell","KTN126OPcell106","SRR5960045","SAMN07544778","SRX3117898"
"KTN126","0cell","KTN1260cell138","SRR5960057","SAMN07544556","SRX3118384"
"KTN126","0cell","KTN1260cell131","SRR5960064","SAMN07544549","SRX3118377"
"KTN126","0cell","KTN1260cell181","SRR5960071","SAMN07544599","SRX3118370"
"KTN126","OPcell","KTN126OPcell62","SRR5960091","SAMN07544734","SRX3118350"
"KTN126","OPcell","KTN126OPcell60","SRR5960093","SAMN07544732","SRX3118348"
"KTN126","OPcell","KTN126OPcell59","SRR5960094","SAMN07544731","SRX3118347"
"KTN126","OPcell","KTN126OPcell57","SRR5960096","SAMN07544729","SRX3118345"
"KTN126","OPcell","KTN126OPcell6","SRR5960106","SAMN07544678","SRX3118335"
"KTN126","OPcell","KTN126OPcell196","SRR5960107","SAMN07544868","SRX3118334"
"KTN126","OPcell","KTN126OPcell187","SRR5960112","SAMN07544859","SRX3118329"
"KTN126","OPcell","KTN126OPcell194","SRR5960113","SAMN07544866","SRX3118328"
"KTN126","0cell","KTN1260cell147","SRR5960129","SAMN07544565","SRX3118312"
"KTN126","0cell","KTN1260cell143","SRR5960133","SAMN07544561","SRX3118308"
"KTN126","0cell","KTN1260cell141","SRR5960135","SAMN07544559","SRX3118306"
"KTN126","OPcell","KTN126OPcell238","SRR5960139","SAMN07544910","SRX3118302"
"KTN126","OPcell","KTN126OPcell239","SRR5960140","SAMN07544911","SRX3118301"
"KTN126","OPcell","KTN126OPcell240","SRR5960141","SAMN07544912","SRX3118300"
"KTN126","OPcell","KTN126OPcell243","SRR5960144","SAMN07544915","SRX3118297"
"KTN126","0cell","KTN1260cell220","SRR5960147","SAMN07544638","SRX3118294"
"KTN126","0cell","KTN1260cell213","SRR5960148","SAMN07544631","SRX3118293"
"KTN126","0cell","KTN1260cell212","SRR5960151","SAMN07544630","SRX3118290"
"KTN126","0cell","KTN1260cell216","SRR5960155","SAMN07544634","SRX3118286"
"KTN126","OPcell","KTN126OPcell150","SRR5960162","SAMN07544822","SRX3118279"
"KTN126","OPcell","KTN126OPcell109","SRR5960170","SAMN07544781","SRX3118271"
"KTN126","0cell","KTN1260cell108","SRR5960183","SAMN07544526","SRX3118258"
"KTN126","OPcell","KTN126OPcell25","SRR5960188","SAMN07544697","SRX3118253"
"KTN126","OPcell","KTN126OPcell26","SRR5960189","SAMN07544698","SRX3118252"
"KTN126","OPcell","KTN126OPcell125","SRR5960201","SAMN07544797","SRX3118240"
"KTN126","0cell","KTN1260cell200","SRR5960202","SAMN07544618","SRX3118239"
"KTN126","0cell","KTN1260cell199","SRR5960203","SAMN07544617","SRX3118238"
"KTN126","0cell","KTN1260cell192","SRR5960204","SAMN07544610","SRX3118237"
"KTN126","0cell","KTN1260cell196","SRR5960208","SAMN07544614","SRX3118233"
"KTN126","0cell","KTN1260cell197","SRR5960211","SAMN07544615","SRX3118230"
"KTN126","OPcell","KTN126OPcell138","SRR5960218","SAMN07544810","SRX3118223"
"KTN126","OPcell","KTN126OPcell285","SRR5968867","SAMN07553185","SRX3126429"
"KTN126","OPcell","KTN126OPcell454","SRR5968880","SAMN07553354","SRX3126416"
"KTN126","OPcell","KTN126OPcell449","SRR5968885","SAMN07553349","SRX3126411"
"KTN126","OPcell","KTN126OPcell448","SRR5968886","SAMN07553348","SRX3126410"
"KTN126","OPcell","KTN126OPcell341","SRR5968891","SAMN07553241","SRX3126405"
"KTN126","OPcell","KTN126OPcell273","SRR5968894","SAMN07553173","SRX3126402"
"KTN126","OPcell","KTN126OPcell267","SRR5968899","SAMN07553167","SRX3126397"
"KTN126","OPcell","KTN126OPcell377","SRR5968914","SAMN07553277","SRX3126382"
"KTN126","OPcell","KTN126OPcell477","SRR5968917","SAMN07553377","SRX3126379"
"KTN126","OPcell","KTN126OPcell478","SRR5968918","SAMN07553378","SRX3126378"
"KTN126","OPcell","KTN126OPcell475","SRR5968919","SAMN07553375","SRX3126377"
"KTN126","OPcell","KTN126OPcell256","SRR5968929","SAMN07553156","SRX3126367"
"KTN126","OPcell","KTN126OPcell393","SRR5968935","SAMN07553293","SRX3126361"
"KTN126","OPcell","KTN126OPcell390","SRR5968944","SAMN07553290","SRX3126352"
"KTN126","OPcell","KTN126OPcell391","SRR5968945","SAMN07553291","SRX3126351"
"KTN126","OPcell","KTN126OPcell473","SRR5968948","SAMN07553373","SRX3126348"
"KTN126","OPcell","KTN126OPcell398","SRR5968963","SAMN07553298","SRX3126333"
"KTN126","OPcell","KTN126OPcell338","SRR5968970","SAMN07553238","SRX3126326"
"KTN126","OPcell","KTN126OPcell320","SRR5968978","SAMN07553220","SRX3126318"
"KTN126","OPcell","KTN126OPcell410","SRR5968990","SAMN07553310","SRX3126306"
"KTN126","OPcell","KTN126OPcell339","SRR5968993","SAMN07553239","SRX3126303"
"KTN126","OPcell","KTN126OPcell312","SRR5968999","SAMN07553212","SRX3126297"
"KTN126","OPcell","KTN126OPcell305","SRR5969000","SAMN07553205","SRX3126296"
"KTN126","OPcell","KTN126OPcell420","SRR5969010","SAMN07553320","SRX3126286"
"KTN126","OPcell","KTN126OPcell351","SRR5969037","SAMN07553251","SRX3126259"
"KTN126","OPcell","KTN126OPcell332","SRR5969044","SAMN07553232","SRX3126252"
"KTN126","OPcell","KTN126OPcell294","SRR5969049","SAMN07553194","SRX3126247"
"KTN126","OPcell","KTN126OPcell434","SRR5969051","SAMN07553334","SRX3126245"
"KTN126","OPcell","KTN126OPcell330","SRR5969052","SAMN07553230","SRX3126244"
"KTN126","OPcell","KTN126OPcell429","SRR5969053","SAMN07553329","SRX3126243"
"KTN126","OPcell","KTN126OPcell432","SRR5969056","SAMN07553332","SRX3126240"
"KTN126","OPcell","KTN126OPcell426","SRR5969058","SAMN07553326","SRX3126238"
"KTN126","OPcell","KTN126OPcell428","SRR5969060","SAMN07553328","SRX3126236"
"KTN126","OPcell","KTN126OPcell325","SRR5969063","SAMN07553225","SRX3126233"
"KTN126","OPcell","KTN126OPcell291","SRR5969066","SAMN07553191","SRX3126230"
"KTN126","OPcell","KTN126OPcell362","SRR5969071","SAMN07553262","SRX3126225"
"KTN126","OPcell","KTN126OPcell359","SRR5969074","SAMN07553259","SRX3126222"
"KTN126","OPcell","KTN126OPcell444","SRR5969079","SAMN07553344","SRX3126217"
"KTN126","OPcell","KTN126OPcell436","SRR5969087","SAMN07553336","SRX3126209"
"KTN126","OPcell","KTN126OPcell280","SRR5969098","SAMN07553180","SRX3126198"
"KTN126","OPcell","KTN126OPcell277","SRR5969101","SAMN07553177","SRX3126195"
"KTN126","OPcell","KTN126OPcell146","SRR5959722","SAMN07544818","SRX3118221"
"KTN126","OPcell","KTN126OPcell76","SRR5959725","SAMN07544748","SRX3118218"
"KTN126","OPcell","KTN126OPcell67","SRR5959728","SAMN07544739","SRX3118215"
"KTN126","OPcell","KTN126OPcell74","SRR5959731","SAMN07544746","SRX3118212"
"KTN126","OPcell","KTN126OPcell72","SRR5959733","SAMN07544744","SRX3118210"
"KTN126","0cell","KTN1260cell246","SRR5959734","SAMN07544664","SRX3118209"
"KTN126","0cell","KTN1260cell248","SRR5959736","SAMN07544666","SRX3118207"
"KTN126","0cell","KTN1260cell243","SRR5959741","SAMN07544661","SRX3118202"
"KTN126","OPcell","KTN126OPcell224","SRR5959745","SAMN07544896","SRX3118198"
"KTN126","OPcell","KTN126OPcell219","SRR5959748","SAMN07544891","SRX3118195"
"KTN126","0cell","KTN1260cell64","SRR5959759","SAMN07544482","SRX3118184"
"KTN126","0cell","KTN1260cell69","SRR5959762","SAMN07544487","SRX3118181"
"KTN126","0cell","KTN1260cell70","SRR5959763","SAMN07544488","SRX3118180"
"KTN126","0cell","KTN1260cell159","SRR5959765","SAMN07544577","SRX3118178"
"KTN126","0cell","KTN1260cell157","SRR5959769","SAMN07544575","SRX3118174"
"KTN126","OPcell","KTN126OPcell39","SRR5959774","SAMN07544711","SRX3118169"
"KTN126","OPcell","KTN126OPcell228","SRR5959790","SAMN07544900","SRX3118153"
"KTN126","0cell","KTN1260cell82","SRR5959795","SAMN07544500","SRX3118148"
"KTN126","0cell","KTN1260cell204","SRR5959800","SAMN07544622","SRX3118143"
"KTN126","0cell","KTN1260cell207","SRR5959805","SAMN07544625","SRX3118138"
"KTN126","OPcell","KTN126OPcell23","SRR5959826","SAMN07544695","SRX3118117"
"KTN126","OPcell","KTN126OPcell20","SRR5959831","SAMN07544692","SRX3118112"
"KTN126","0cell","KTN1260cell60","SRR5959832","SAMN07544478","SRX3118111"
"KTN126","0cell","KTN1260cell58","SRR5959834","SAMN07544476","SRX3118109"
"KTN126","0cell","KTN1260cell54","SRR5959838","SAMN07544472","SRX3118105"
"KTN126","0cell","KTN1260cell119","SRR5959851","SAMN07544537","SRX3118092"
"KTN126","0cell","KTN1260cell24","SRR5959855","SAMN07544442","SRX3118088"
"KTN126","0cell","KTN1260cell25","SRR5959860","SAMN07544443","SRX3118083"
"KTN126","0cell","KTN1260cell85","SRR5959862","SAMN07544503","SRX3118081"
"KTN126","0cell","KTN1260cell87","SRR5959864","SAMN07544505","SRX3118079"
"KTN126","0cell","KTN1260cell88","SRR5959866","SAMN07544506","SRX3118077"
"KTN126","0cell","KTN1260cell4","SRR5959869","SAMN07544422","SRX3118074"
"KTN126","0cell","KTN1260cell167","SRR5959877","SAMN07544585","SRX3118066"
"KTN126","0cell","KTN1260cell83","SRR5959883","SAMN07544501","SRX3118060"
"KTN126","OPcell","KTN126OPcell77","SRR5959890","SAMN07544749","SRX3118053"
"KTN126","0cell","KTN1260cell236","SRR5959902","SAMN07544654","SRX3118041"
"KTN126","0cell","KTN1260cell240","SRR5959906","SAMN07544658","SRX3118037"
"KTN126","OPcell","KTN126OPcell207","SRR5959912","SAMN07544879","SRX3118031"
"KTN126","OPcell","KTN126OPcell216","SRR5959915","SAMN07544888","SRX3118028"
"KTN126","OPcell","KTN126OPcell215","SRR5959916","SAMN07544887","SRX3118027"
"KTN126","0cell","KTN1260cell13","SRR5959918","SAMN07544431","SRX3118025"
"KTN126","0cell","KTN1260cell18","SRR5959921","SAMN07544436","SRX3118022"
"KTN126","0cell","KTN1260cell16","SRR5959923","SAMN07544434","SRX3118020"
"KTN126","OPcell","KTN126OPcell95","SRR5959927","SAMN07544767","SRX3118016"
"KTN126","OPcell","KTN126OPcell93","SRR5959931","SAMN07544765","SRX3118012"
"KTN126","OPcell","KTN126OPcell94","SRR5959932","SAMN07544766","SRX3118011"
"KTN126","0cell","KTN1260cell123","SRR5959942","SAMN07544541","SRX3118001"
"KTN126","0cell","KTN1260cell124","SRR5959943","SAMN07544542","SRX3118000"
"KTN126","0cell","KTN1260cell128","SRR5959947","SAMN07544546","SRX3117996"
"KTN126","OPcell","KTN126OPcell27","SRR5959949","SAMN07544699","SRX3117994"
"KTN126","OPcell","KTN126OPcell30","SRR5959950","SAMN07544702","SRX3117993"
"KTN126","OPcell","KTN126OPcell31","SRR5959953","SAMN07544703","SRX3117990"
"KTN126","OPcell","KTN126OPcell169","SRR5959963","SAMN07544841","SRX3117980"
"KTN126","OPcell","KTN126OPcell173","SRR5959967","SAMN07544845","SRX3117976"
"KTN126","OPcell","KTN126OPcell54","SRR5959975","SAMN07544726","SRX3117968"
"KTN126","OPcell","KTN126OPcell7","SRR5959979","SAMN07544679","SRX3117964"
"KTN126","OPcell","KTN126OPcell12","SRR5959982","SAMN07544684","SRX3117961"
"KTN126","OPcell","KTN126OPcell201","SRR5959986","SAMN07544873","SRX3117957"
"KTN126","OPcell","KTN126OPcell199","SRR5959992","SAMN07544871","SRX3117951"
"KTN126","OPcell","KTN126OPcell200","SRR5959993","SAMN07544872","SRX3117950"
"KTN126","0cell","KTN1260cell42","SRR5959997","SAMN07544460","SRX3117946"
"KTN126","0cell","KTN1260cell172","SRR5960006","SAMN07544590","SRX3117937"
"KTN126","0cell","KTN1260cell171","SRR5960007","SAMN07544589","SRX3117936"
"KTN126","0cell","KTN1260cell176","SRR5960010","SAMN07544594","SRX3117933"
"KTN126","0cell","KTN1260cell100","SRR5960014","SAMN07544518","SRX3117929"
"KTN126","0cell","KTN1260cell92","SRR5960019","SAMN07544510","SRX3117924"
"KTN126","0cell","KTN1260cell98","SRR5960021","SAMN07544516","SRX3117922"
"KTN126","0cell","KTN1260cell223","SRR5960030","SAMN07544641","SRX3117913"
"KTN126","0cell","KTN1260cell222","SRR5960031","SAMN07544640","SRX3117912"
"KTN126","OPcell","KTN126OPcell157","SRR5960033","SAMN07544829","SRX3117910"
"KTN126","OPcell","KTN126OPcell158","SRR5960034","SAMN07544830","SRX3117909"
"KTN126","OPcell","KTN126OPcell162","SRR5960038","SAMN07544834","SRX3117905"
"KTN126","OPcell","KTN126OPcell105","SRR5960046","SAMN07544777","SRX3117897"
"KTN126","OPcell","KTN126OPcell100","SRR5960047","SAMN07544772","SRX3117896"
"KTN126","OPcell","KTN126OPcell99","SRR5960048","SAMN07544771","SRX3117895"
"KTN126","0cell","KTN1260cell190","SRR5960068","SAMN07544608","SRX3118373"
"KTN126","0cell","KTN1260cell183","SRR5960069","SAMN07544601","SRX3118372"
"KTN126","OPcell","KTN126OPcell135","SRR5960077","SAMN07544807","SRX3118364"
"KTN126","OPcell","KTN126OPcell134","SRR5960086","SAMN07544806","SRX3118355"
"KTN126","OPcell","KTN126OPcell65","SRR5960088","SAMN07544737","SRX3118353"
"KTN126","OPcell","KTN126OPcell61","SRR5960092","SAMN07544733","SRX3118349"
"KTN126","OPcell","KTN126OPcell3","SRR5960097","SAMN07544675","SRX3118344"
"KTN126","OPcell","KTN126OPcell2","SRR5960100","SAMN07544674","SRX3118341"
"KTN126","0cell","KTN1260cell251","SRR5960103","SAMN07544669","SRX3118338"
"KTN126","0cell","KTN1260cell252","SRR5960104","SAMN07544670","SRX3118337"
"KTN126","OPcell","KTN126OPcell5","SRR5960105","SAMN07544677","SRX3118336"
"KTN126","OPcell","KTN126OPcell195","SRR5960108","SAMN07544867","SRX3118333"
"KTN126","0cell","KTN1260cell78","SRR5960119","SAMN07544496","SRX3118322"
"KTN126","0cell","KTN1260cell72","SRR5960121","SAMN07544490","SRX3118320"
"KTN126","0cell","KTN1260cell148","SRR5960130","SAMN07544566","SRX3118311"
"KTN126","0cell","KTN1260cell145","SRR5960131","SAMN07544563","SRX3118310"
"KTN126","0cell","KTN1260cell146","SRR5960132","SAMN07544564","SRX3118309"
"KTN126","OPcell","KTN126OPcell237","SRR5960138","SAMN07544909","SRX3118303"
"KTN126","0cell","KTN1260cell217","SRR5960152","SAMN07544635","SRX3118289"
"KTN126","0cell","KTN1260cell218","SRR5960153","SAMN07544636","SRX3118288"
"KTN126","OPcell","KTN126OPcell155","SRR5960157","SAMN07544827","SRX3118284"
"KTN126","OPcell","KTN126OPcell110","SRR5960171","SAMN07544782","SRX3118270"
"KTN126","0cell","KTN1260cell89","SRR5960174","SAMN07544507","SRX3118267"
"KTN126","0cell","KTN1260cell90","SRR5960175","SAMN07544508","SRX3118266"
"KTN126","0cell","KTN1260cell32","SRR5960192","SAMN07544450","SRX3118249"
"KTN126","0cell","KTN1260cell38","SRR5960198","SAMN07544456","SRX3118243"
"KTN126","0cell","KTN1260cell37","SRR5960199","SAMN07544455","SRX3118242"
"KTN126","0cell","KTN1260cell194","SRR5960206","SAMN07544612","SRX3118235"
"KTN126","0cell","KTN1260cell195","SRR5960209","SAMN07544613","SRX3118232"
"KTN126","0cell","KTN1260cell198","SRR5960210","SAMN07544616","SRX3118231"
"KTN126","OPcell","KTN126OPcell139","SRR5960217","SAMN07544811","SRX3118224"
"KTN126","OPcell","KTN126OPcell370","SRR5968873","SAMN07553270","SRX3126423"
"KTN126","OPcell","KTN126OPcell292","SRR5968878","SAMN07553192","SRX3126418"
"KTN126","OPcell","KTN126OPcell340","SRR5968879","SAMN07553240","SRX3126417"
"KTN126","OPcell","KTN126OPcell453","SRR5968881","SAMN07553353","SRX3126415"
"KTN126","OPcell","KTN126OPcell446","SRR5968888","SAMN07553346","SRX3126408"
"KTN126","OPcell","KTN126OPcell342","SRR5968890","SAMN07553242","SRX3126406"
"KTN126","OPcell","KTN126OPcell265","SRR5968897","SAMN07553165","SRX3126399"
"KTN126","OPcell","KTN126OPcell266","SRR5968898","SAMN07553166","SRX3126398"
"KTN126","OPcell","KTN126OPcell268","SRR5968900","SAMN07553168","SRX3126396"
"KTN126","OPcell","KTN126OPcell381","SRR5968910","SAMN07553281","SRX3126386"
"KTN126","OPcell","KTN126OPcell344","SRR5968915","SAMN07553244","SRX3126381"
"KTN126","OPcell","KTN126OPcell481","SRR5968921","SAMN07553381","SRX3126375"
"KTN126","OPcell","KTN126OPcell480","SRR5968924","SAMN07553380","SRX3126372"
"KTN126","OPcell","KTN126OPcell261","SRR5968928","SAMN07553161","SRX3126368"
"KTN126","OPcell","KTN126OPcell258","SRR5968931","SAMN07553158","SRX3126365"
"KTN126","OPcell","KTN126OPcell388","SRR5968942","SAMN07553288","SRX3126354"
"KTN126","OPcell","KTN126OPcell392","SRR5968946","SAMN07553292","SRX3126350"
"KTN126","OPcell","KTN126OPcell334","SRR5968950","SAMN07553234","SRX3126346"
"KTN126","OPcell","KTN126OPcell466","SRR5968951","SAMN07553366","SRX3126345"
"KTN126","OPcell","KTN126OPcell467","SRR5968954","SAMN07553367","SRX3126342"
"KTN126","OPcell","KTN126OPcell401","SRR5968960","SAMN07553301","SRX3126336"
"KTN126","OPcell","KTN126OPcell316","SRR5968974","SAMN07553216","SRX3126322"
"KTN126","OPcell","KTN126OPcell322","SRR5968976","SAMN07553222","SRX3126320"
"KTN126","OPcell","KTN126OPcell324","SRR5968980","SAMN07553224","SRX3126316"
"KTN126","OPcell","KTN126OPcell337","SRR5968982","SAMN07553237","SRX3126314"
"KTN126","OPcell","KTN126OPcell411","SRR5968987","SAMN07553311","SRX3126309"
"KTN126","OPcell","KTN126OPcell409","SRR5968989","SAMN07553309","SRX3126307"
"KTN126","OPcell","KTN126OPcell414","SRR5968992","SAMN07553314","SRX3126304"
"KTN126","OPcell","KTN126OPcell314","SRR5968995","SAMN07553214","SRX3126301"
"KTN126","OPcell","KTN126OPcell309","SRR5968996","SAMN07553209","SRX3126300"
"KTN126","OPcell","KTN126OPcell251","SRR5969005","SAMN07553151","SRX3126291"
"KTN126","OPcell","KTN126OPcell416","SRR5969006","SAMN07553316","SRX3126290"
"KTN126","OPcell","KTN126OPcell419","SRR5969011","SAMN07553319","SRX3126285"
"KTN126","OPcell","KTN126OPcell422","SRR5969012","SAMN07553322","SRX3126284"
"KTN126","OPcell","KTN126OPcell424","SRR5969014","SAMN07553324","SRX3126282"
"KTN126","OPcell","KTN126OPcell248","SRR5969016","SAMN07553148","SRX3126280"
"KTN126","OPcell","KTN126OPcell304","SRR5969022","SAMN07553204","SRX3126274"
"KTN126","OPcell","KTN126OPcell300","SRR5969028","SAMN07553200","SRX3126268"
"KTN126","OPcell","KTN126OPcell299","SRR5969029","SAMN07553199","SRX3126267"
"KTN126","OPcell","KTN126OPcell301","SRR5969031","SAMN07553201","SRX3126265"
"KTN126","OPcell","KTN126OPcell353","SRR5969045","SAMN07553253","SRX3126251"
"KTN126","OPcell","KTN126OPcell354","SRR5969046","SAMN07553254","SRX3126250"
"KTN126","OPcell","KTN126OPcell433","SRR5969050","SAMN07553333","SRX3126246"
"KTN126","OPcell","KTN126OPcell431","SRR5969055","SAMN07553331","SRX3126241"
"KTN126","OPcell","KTN126OPcell427","SRR5969059","SAMN07553327","SRX3126237"
"KTN126","OPcell","KTN126OPcell331","SRR5969064","SAMN07553231","SRX3126232"
"KTN126","OPcell","KTN126OPcell358","SRR5969067","SAMN07553258","SRX3126229"
"KTN126","OPcell","KTN126OPcell363","SRR5969076","SAMN07553263","SRX3126220"
"KTN126","OPcell","KTN126OPcell456","SRR5969078","SAMN07553356","SRX3126218"
"KTN126","OPcell","KTN126OPcell461","SRR5969083","SAMN07553361","SRX3126213"
"KTN126","OPcell","KTN126OPcell438","SRR5969085","SAMN07553338","SRX3126211"
"KTN126","OPcell","KTN126OPcell437","SRR5969086","SAMN07553337","SRX3126210"
"KTN126","OPcell","KTN126OPcell442","SRR5969089","SAMN07553342","SRX3126207"
